id,garment_id,split,source_row,gender,category,type,brand,colors,size,cut,pattern,material,season,trend,usage,price,condition,pilling,holes,stains,smell,timestamp,station,period,productDisplayName,articleType,baseColour,image_path
train-23485,23485,train,21119,Women,Ladies,Shirt,H&M,White / Black,40,Regular,Other,100% polyester,All,,Export,<50,3,3,,Minor,,2024_03_06_13_30_02,station2,mar2024,H&M Shirt,Shirt,White / Black,data/second_hand_clothing/images/train-23485.webp
train-23486,23486,train,21120,Women,Ladies,Dress,Missing,Green / White / Red / Multicolor,,V-collar,Other,100% cotton,All,,Reuse,<50,3,3,,,,2024_03_06_13_54_35,station2,mar2024,Dress,Dress,Green / White / Red / Multicolor,data/second_hand_clothing/images/train-23486.webp
train-23487,23487,train,21121,Women,Ladies,Dress,Not in the list,Black / Blue,,Regular,Dots,100% polyester,All,,Reuse,50-100,4,4,,,,2024_03_06_13_56_36,station2,mar2024,Dress,Dress,Black / Blue,data/second_hand_clothing/images/train-23487.webp
train-23488,23488,train,21122,Women,Ladies,Dress,Missing,Blue,,Regular,,100% polyester,All,,Reuse,50-100,4,4,,,,2024_03_06_13_57_55,station2,mar2024,Dress,Dress,Blue,data/second_hand_clothing/images/train-23488.webp
train-23489,23489,train,21123,Women,Ladies,Sweater,Not in the list,Yellow / Blue,42,Regular,Striped,100% acrylic,All,,Export,<50,3,4,,,,2024_03_06_13_59_49,station2,mar2024,Sweater,Sweater,Yellow / Blue,data/second_hand_clothing/images/train-23489.webp
train-23490,23490,train,21124,Women,Ladies,Outerwear,Monki,Beige,S,Long,,"59% viscose, 41% polyester",All,,Reuse,50-100,3,4,,,,2024_03_06_14_02_18,station2,mar2024,Monki Outerwear,Outerwear,Beige,data/second_hand_clothing/images/train-23490.webp
train-23491,23491,train,21125,Women,Ladies,Sweater,Not in the list,White,XL,Regular,,100% polyester,All,,Export,<50,3,2,,,,2024_03_06_14_04_40,station2,mar2024,Sweater,Sweater,White,data/second_hand_clothing/images/train-23491.webp
train-23493,23493,train,21126,Men,Men,Jeans,G-Star Raw,Blue,L,Regular,,100% cotton,All,Denim,Reuse,50-100,3,4,,Major,,2024_03_06_14_09_49,station2,mar2024,G-Star Raw Jeans,Jeans,Blue,data/second_hand_clothing/images/train-23493.webp
train-23494,23494,train,21127,Women,Ladies,Dress,Missing,Blue / White,,C-collar,,100% polyester,All,,Reuse,50-100,3,4,,,,2024_03_06_14_13_12,station2,mar2024,Dress,Dress,Blue / White,data/second_hand_clothing/images/train-23494.webp
train-23495,23495,train,21128,Women,Ladies,Jeans,Acne,Black,,Regular,,100% cotton,All,Denim,Reuse,50-100,3,5,,,,2024_03_06_14_15_06,station2,mar2024,Acne Jeans,Jeans,Black,data/second_hand_clothing/images/train-23495.webp
train-23496,23496,train,21129,Women,Ladies,Dress,Not in the list,Purple / White / Green / Multicolor,42,V-collar,Floral print,"68% polyester, 32% cotton",All,,Reuse,<50,3,4,,,,2024_03_06_14_17_09,station2,mar2024,Dress,Dress,Purple / White / Green / Multicolor,data/second_hand_clothing/images/train-23496.webp
train-23497,23497,train,21130,Women,Ladies,Dress,Missing,Red / Green / White / Multicolor,,C-collar,Floral print,100% cotton,All,,Reuse,<50,3,5,,,,2024_03_06_14_26_03,station2,mar2024,Dress,Dress,Red / Green / White / Multicolor,data/second_hand_clothing/images/train-23497.webp
train-23498,23498,train,21131,Women,Ladies,Dress,Not in the list,Red / Purple,38,C-collar,Striped,100% cotton,All,,Reuse,50-100,3,4,,,,2024_03_06_14_27_41,station2,mar2024,Dress,Dress,Red / Purple,data/second_hand_clothing/images/train-23498.webp
train-23499,23499,train,21132,Women,Ladies,Dress,Missing,Blue / Green,,Regular,Floral print,100% cotton,All,,Reuse,<50,3,4,,,,2024_03_06_14_29_05,station2,mar2024,Dress,Dress,Blue / Green,data/second_hand_clothing/images/train-23499.webp
train-2350,2350,train,2131,Women,Ladies,Tights,Not in the list,Black,M,Regular,Other,Unknown,All,,Export,<50,2,5,,,,2023_08_15_09_36_14,station1,aug2023,Tights,Tights,Black,data/second_hand_clothing/images/train-2350.webp
train-23500,23500,train,21133,Women,Ladies,Trousers,Gina Tricot,Beige,XS,Regular,,"78% cotton, 22% polyester",All,,Reuse,<50,3,3,,,,2024_03_06_14_35_32,station2,mar2024,Gina Tricot Trousers,Trousers,Beige,data/second_hand_clothing/images/train-23500.webp
train-23501,23501,train,21134,Women,Ladies,Dress,Missing,Purple / Orange,,C-collar,Other,100% cotton,All,,Export,<50,2,3,,,,2024_03_06_14_38_36,station2,mar2024,Dress,Dress,Purple / Orange,data/second_hand_clothing/images/train-23501.webp
train-23502,23502,train,21135,Women,Ladies,Shirt,Selected Homme/Femme,White,L,Regular,,100% cotton,All,,Reuse,50-100,3,3,,,,2024_03_07_11_43_04,station2,mar2024,Selected Homme/Femme Shirt,Shirt,White,data/second_hand_clothing/images/train-23502.webp
train-23503,23503,train,21136,Women,Ladies,Skirt,Not in the list,White,S,Regular,,"73% polyester, 27% spandex",All,,Reuse,50-100,3,4,,,,2024_03_07_11_47_13,station2,mar2024,Skirt,Skirt,White,data/second_hand_clothing/images/train-23503.webp
train-23504,23504,train,21137,Women,Ladies,T-shirt,Zara,White,M,C-collar,,100% cotton,All,,Export,<50,2,4,Minor,,,2024_03_07_11_49_57,station2,mar2024,Zara T-shirt,T-shirt,White,data/second_hand_clothing/images/train-23504.webp
train-23505,23505,train,21138,Women,Ladies,Tank top,Zara,Black,S,V-collar,Other,"80% polyester, 20% elastane",All,,Reuse,50-100,3,4,Minor,,,2024_03_07_11_52_23,station2,mar2024,Zara Tank top,Tank top,Black,data/second_hand_clothing/images/train-23505.webp
train-23506,23506,train,21139,Women,Ladies,Sweater,Pieces,Grey,XS,Turtle neck,,"68% acrylic, 32% polyester",All,,Export,<50,3,4,Minor,Minor,,2024_03_07_11_54_49,station2,mar2024,Pieces Sweater,Sweater,Grey,data/second_hand_clothing/images/train-23506.webp
train-23507,23507,train,21140,Women,Ladies,Blazer,Missing,Unspecified,,,,,,,Reuse,100-150,3,3,,,,2024_03_07_11_55_27,station2,mar2024,Blazer,Blazer,Unspecified,data/second_hand_clothing/images/train-23507.webp
train-23508,23508,train,21141,Women,Ladies,Blazer,Missing,Unspecified,,,,,,,Reuse,100-150,3,3,,,,2024_03_07_11_55_30,station2,mar2024,Blazer,Blazer,Unspecified,data/second_hand_clothing/images/train-23508.webp
train-23510,23510,train,21143,Men,Men,Shirt,Not in the list,White / Beige / Black,L,Cropped,Striped,"55% viscose, 45% cotton",All,,Reuse,50-100,3,3,,,,2024_03_07_11_58_54,station2,mar2024,Shirt,Shirt,White / Beige / Black,data/second_hand_clothing/images/train-23510.webp
train-23511,23511,train,21144,Men,Men,Hoodie,Nike,Black / Grey,L,Regular,,100% polyester,All,Sports,Reuse,50-100,3,4,,,,2024_03_07_12_05_14,station2,mar2024,Nike Hoodie,Hoodie,Black / Grey,data/second_hand_clothing/images/train-23511.webp
train-23512,23512,train,21145,Men,Men,Dress,Stockhlm,Black,XS,C-collar,,100% polyester,All,,Export,<50,3,3,,,,2024_03_07_12_09_00,station2,mar2024,Stockhlm Dress,Dress,Black,data/second_hand_clothing/images/train-23512.webp
train-23513,23513,train,21146,Women,Ladies,Sweater,H&M,Grey,M,Regular,,"76% cotton, 24% polyester",All,,Export,<50,3,3,,,,2024_03_07_12_13_43,station2,mar2024,H&M Sweater,Sweater,Grey,data/second_hand_clothing/images/train-23513.webp
train-23517,23517,train,21148,Women,Ladies,Shorts,Not in the list,Green,36,Regular,Other,100% cotton,All,,Export,<50,3,3,,,,2024_03_07_12_20_30,station2,mar2024,Shorts,Shorts,Green,data/second_hand_clothing/images/train-23517.webp
train-23518,23518,train,21149,Women,Ladies,Shorts,Not in the list,Blue,,Regular,,100% cotton,All,,Reuse,<50,3,3,,,,2024_03_07_12_22_53,station2,mar2024,Shorts,Shorts,Blue,data/second_hand_clothing/images/train-23518.webp
train-23519,23519,train,21150,Women,Ladies,Shorts,Gina Tricot,Blue / Red / Green,34,Regular,,100% cotton,All,,Export,<50,2,3,,,,2024_03_07_12_23_55,station2,mar2024,Gina Tricot Shorts,Shorts,Blue / Red / Green,data/second_hand_clothing/images/train-23519.webp
train-2352,2352,train,2133,Women,Ladies,Dress,Not in the list,Red / Green / Blue / Multicolor,,Regular,Floral print,100% Viscose,All,,Reuse,50-100,5,5,,,,2023_08_15_09_40_26,station1,aug2023,Dress,Dress,Red / Green / Blue / Multicolor,data/second_hand_clothing/images/train-2352.webp
train-23520,23520,train,21151,Women,Ladies,Sweater,Not in the list,Orange,M,Regular,Logo print,100% cotton,All,,Export,<50,2,1,,,,2024_03_07_12_26_04,station2,mar2024,Sweater,Sweater,Orange,data/second_hand_clothing/images/train-23520.webp
train-23521,23521,train,21152,Women,Ladies,Dress,H&M,Black / White,34,C-collar,,100% cotton,All,,Reuse,50-100,3,4,,,,2024_03_07_12_27_36,station2,mar2024,H&M Dress,Dress,Black / White,data/second_hand_clothing/images/train-23521.webp
train-23522,23522,train,21153,Women,Ladies,Dress,Not in the list,Pink,,C-collar,,100% cotton,All,,Reuse,50-100,3,4,,,,2024_03_07_12_28_51,station2,mar2024,Dress,Dress,Pink,data/second_hand_clothing/images/train-23522.webp
train-23523,23523,train,21154,Women,Ladies,Sweater,Gina Tricot,Black,S,C-collar,Lace,100% nylon,All,,Reuse,50-100,3,4,,,,2024_03_07_12_30_02,station2,mar2024,Gina Tricot Sweater,Sweater,Black,data/second_hand_clothing/images/train-23523.webp
train-23525,23525,train,21155,Women,Ladies,T-shirt,Indiska,Blue,M,Regular,,100% viscose,All,,Export,<50,3,3,,,,2024_03_07_12_33_13,station2,mar2024,Indiska T-shirt,T-shirt,Blue,data/second_hand_clothing/images/train-23525.webp
train-23528,23528,train,21158,Men,Men,Shirt,Not in the list,Blue / Yellow / Brown / Multicolor,XL,Regular,Checkered print,100% cotton,All,,Reuse,50-100,3,3,,,,2024_03_07_12_44_05,station2,mar2024,Shirt,Shirt,Blue / Yellow / Brown / Multicolor,data/second_hand_clothing/images/train-23528.webp
train-23529,23529,train,21159,Women,Ladies,T-shirt,Rosebud,Black / Red,M,V-collar,Floral print,100% viscose,All,,Reuse,<50,3,3,,,,2024_03_07_13_09_27,station2,mar2024,Rosebud T-shirt,T-shirt,Black / Red,data/second_hand_clothing/images/train-23529.webp
train-2353,2353,train,2134,Women,Ladies,Dress,Not in the list,Multicolor / Purple / Orange / Blue,M,Regular,Other,100% Viscose,All,,Reuse,50-100,5,5,,,,2023_08_15_09_42_54,station1,aug2023,Dress,Dress,Multicolor / Purple / Orange / Blue,data/second_hand_clothing/images/train-2353.webp
train-23530,23530,train,21160,Women,Ladies,Tank top,Not in the list,White,M,C-collar,,100% cotton,All,,Export,<50,3,3,,Minor,,2024_03_07_13_11_17,station2,mar2024,Tank top,Tank top,White,data/second_hand_clothing/images/train-23530.webp
train-23531,23531,train,21161,Men,Men,Shirt,Not in the list,White / Blue,M,Cropped,Floral print,100% cotton,All,,Reuse,50-100,3,3,,,,2024_03_07_13_13_01,station2,mar2024,Shirt,Shirt,White / Blue,data/second_hand_clothing/images/train-23531.webp
train-23532,23532,train,21162,Men,Men,Shirt,Zara Man,White / Blue,M,Cropped,Floral print,100% cotton,All,,Reuse,50-100,3,3,,,,2024_03_07_13_13_46,station2,mar2024,Zara Man Shirt,Shirt,White / Blue,data/second_hand_clothing/images/train-23532.webp
train-23533,23533,train,21163,Men,Men,T-shirt,Zara Man,Yellow / Black,40,Regular,Other,100% cotton,All,,Export,<50,2,3,,Major,,2024_03_07_13_14_43,station2,mar2024,Zara Man T-shirt,T-shirt,Yellow / Black,data/second_hand_clothing/images/train-23533.webp
train-23534,23534,train,21164,Men,Men,Shirt,Not in the list,Red,M,Regular,,100% cotton,All,,Export,50-100,2,3,,,,2024_03_07_13_16_19,station2,mar2024,Shirt,Shirt,Red,data/second_hand_clothing/images/train-23534.webp
train-23535,23535,train,21165,Women,Ladies,Sweater,Not in the list,Black,,C-collar,,"80% viscose, 20% polyester",All,,Reuse,50-100,3,3,,,,2024_03_07_13_18_09,station2,mar2024,Sweater,Sweater,Black,data/second_hand_clothing/images/train-23535.webp
train-23536,23536,train,21166,Women,Ladies,Vest,J.Lindeberg,Red / Black,M,Regular,,100% cotton,All,,Reuse,<50,3,3,,,,2024_03_07_13_19_30,station2,mar2024,J.Lindeberg Vest,Vest,Red / Black,data/second_hand_clothing/images/train-23536.webp
train-2354,2354,train,2135,Women,Ladies,Trousers,Not in the list,Blue / White,,Tight,Other,100% Cotton,All,,Reuse,<50,2,5,,Major,,2023_08_15_09_44_52,station1,aug2023,Trousers,Trousers,Blue / White,data/second_hand_clothing/images/train-2354.webp
train-23541,23541,train,21168,Women,Ladies,T-shirt,Betty Barkley,Purple / Black,,C-collar,Striped,100% viscose,All,,Export,<50,3,3,,,,2024_03_07_13_28_33,station2,mar2024,Betty Barkley T-shirt,T-shirt,Purple / Black,data/second_hand_clothing/images/train-23541.webp
train-23542,23542,train,21169,Men,Men,Sweater,Dressman,Purple,M,C-collar,,100% cotton,All,,Export,<50,2,2,,Minor,,2024_03_07_13_30_04,station2,mar2024,Dressman Sweater,Sweater,Purple,data/second_hand_clothing/images/train-23542.webp
train-23543,23543,train,21170,Women,Ladies,Top,Not in the list,Brown / Black,,Regular,Other,100% viscose,All,,Reuse,<50,3,3,,,,2024_03_07_13_56_29,station2,mar2024,Top,Top,Brown / Black,data/second_hand_clothing/images/train-23543.webp
train-23544,23544,train,21171,Women,Ladies,Tights,H&M,Black,M,Regular,,"66% cotton, 34% nylon",All,,Export,<50,3,2,,,,2024_03_07_13_58_04,station2,mar2024,H&M Tights,Tights,Black,data/second_hand_clothing/images/train-23544.webp
train-23546,23546,train,21172,Women,Ladies,Sweater,Bikbok,Blue,M,Loose,,100% acrylic,All,,Reuse,<50,3,3,,,,2024_03_07_14_01_13,station2,mar2024,Bikbok Sweater,Sweater,Blue,data/second_hand_clothing/images/train-23546.webp
train-23547,23547,train,21173,Women,Ladies,Shorts,Not in the list,Brown,L,Regular,,"79% wool, 21% cotton",All,,Reuse,50-100,3,4,,,,2024_03_07_14_02_55,station2,mar2024,Shorts,Shorts,Brown,data/second_hand_clothing/images/train-23547.webp
train-23548,23548,train,21174,Women,Ladies,Sweater,Cross Sportwear,Black,40,Turtle neck,,100% polyester,All,,Reuse,50-100,3,3,,,,2024_03_07_14_04_10,station2,mar2024,Cross Sportwear Sweater,Sweater,Black,data/second_hand_clothing/images/train-23548.webp
train-23549,23549,train,21175,Women,Ladies,Blouse,Miss Milla,Pink,M,C-collar,,100% viscose,All,,Export,<50,3,3,,Minor,,2024_03_07_14_05_45,station2,mar2024,Miss Milla Blouse,Blouse,Pink,data/second_hand_clothing/images/train-23549.webp
train-2355,2355,train,2136,Women,Ladies,Jeans,Pieces,Blue,,Tight,Other,100% Viscose,All,Denim,Reuse,<50,5,5,,,,2023_08_15_09_46_47,station1,aug2023,Pieces Jeans,Jeans,Blue,data/second_hand_clothing/images/train-2355.webp
train-23551,23551,train,21176,Women,Ladies,T-shirt,Not in the list,White,M,C-collar,,100% cotton,All,,Export,<50,3,3,,,,2024_03_07_14_08_42,station2,mar2024,T-shirt,T-shirt,White,data/second_hand_clothing/images/train-23551.webp
train-23552,23552,train,21177,Women,Ladies,Dress,Not in the list,Black / Grey,,C-collar,Other,"59% polyester, 41% viscose",All,,Export,<50,3,3,,,,2024_03_07_14_10_27,station2,mar2024,Dress,Dress,Black / Grey,data/second_hand_clothing/images/train-23552.webp
train-23553,23553,train,21178,Women,Ladies,T-shirt,River Island,Black / Green,,V-collar,Floral print,100% viscose,All,,Reuse,<50,3,3,,,,2024_03_07_14_11_49,station2,mar2024,River Island T-shirt,T-shirt,Black / Green,data/second_hand_clothing/images/train-23553.webp
train-23554,23554,train,21179,Women,Ladies,Shirt,Not in the list,White / Grey / Beige,L,Regular,Checkered print,100% cotton,All,,Reuse,<50,3,3,,,,2024_03_07_14_17_47,station2,mar2024,Shirt,Shirt,White / Grey / Beige,data/second_hand_clothing/images/train-23554.webp
train-23556,23556,train,21180,Women,Ladies,Sweater,Our Legacy,Grey / White,48,C-collar,Other,100% cotton,All,,Export,<50,3,3,,,,2024_03_07_14_20_50,station2,mar2024,Our Legacy Sweater,Sweater,Grey / White,data/second_hand_clothing/images/train-23556.webp
train-23557,23557,train,21181,Women,Ladies,Cardigan,Gina Tricot,Pink,XS,Regular,,100% viscose,All,,Reuse,50-100,3,3,,,,2024_03_07_14_34_03,station2,mar2024,Gina Tricot Cardigan,Cardigan,Pink,data/second_hand_clothing/images/train-23557.webp
train-23558,23558,train,21182,Women,Ladies,Tank top,Not in the list,Black,,V-collar,,"82% polyester, 18% nylon",All,,Reuse,<50,3,5,,,,2024_03_07_14_36_05,station2,mar2024,Tank top,Tank top,Black,data/second_hand_clothing/images/train-23558.webp
train-2356,2356,train,2137,Women,Ladies,Shorts,Not in the list,Blue / White,34,Regular,Striped,88% Cotton 12% Cont?,All,,Reuse,<50,2,5,,Minor,,2023_08_15_09_49_08,station1,aug2023,Shorts,Shorts,Blue / White,data/second_hand_clothing/images/train-2356.webp
train-23560,23560,train,21184,Women,Ladies,Trousers,Not in the list,Black / Beige / Grey,,Regular,Checkered print,"77% viscose, 23% polyester",All,,Reuse,50-100,4,4,,,,2024_03_07_14_39_21,station2,mar2024,Trousers,Trousers,Black / Beige / Grey,data/second_hand_clothing/images/train-23560.webp
train-23561,23561,train,21185,Women,Ladies,Jacket,Mywear (Ica),Black / White / Grey,M,Regular,Checkered print,100% polyester,All,,Reuse,50-100,4,4,,,,2024_03_07_14_41_04,station2,mar2024,Mywear (Ica) Jacket,Jacket,Black / White / Grey,data/second_hand_clothing/images/train-23561.webp
train-23563,23563,train,21187,Women,Ladies,Cardigan,Pieces,Pink,M,V-collar,Other,50% polyester 50% akryl,All,,Export,<50,3,3,,,,2024_03_13_06_38_48,station2,mar2024,Pieces Cardigan,Cardigan,Pink,data/second_hand_clothing/images/train-23563.webp
train-23564,23564,train,21188,Women,Ladies,Dress,Not in the list,Grey / Black,XL,C-collar,Geometric print,70% polyester 25% lurex 5% elastan,All,,Reuse,<50,4,5,,,,2024_03_13_06_44_11,station2,mar2024,Dress,Dress,Grey / Black,data/second_hand_clothing/images/train-23564.webp
train-23565,23565,train,21189,Women,Ladies,Tank top,Skill,Pink,M,C-collar,,100% bomull,All,,Export,<50,3,5,Minor,Minor,,2024_03_13_06_48_39,station2,mar2024,Skill Tank top,Tank top,Pink,data/second_hand_clothing/images/train-23565.webp
train-23566,23566,train,21190,Women,Ladies,Tights,Only,Black / Grey,S,Tight,Other,63% viskos 32% nylon 5% elastan,All,,Reuse,<50,4,5,,,,2024_03_13_06_54_06,station2,mar2024,Only Tights,Tights,Black / Grey,data/second_hand_clothing/images/train-23566.webp
train-23567,23567,train,21191,Women,Ladies,Dress,Soya/Soyaconcept,Grey / Black / Yellow,XL,V-collar,Checkered print,100% polyester,All,,Reuse,<50,4,4,,,,2024_03_13_06_59_29,station2,mar2024,Soya/Soyaconcept Dress,Dress,Grey / Black / Yellow,data/second_hand_clothing/images/train-23567.webp
train-23568,23568,train,21192,Women,Ladies,T-shirt,Not in the list,White,S,C-collar,,100% bomull,All,,Recycle,<50,3,5,,Major,,2024_03_13_07_02_40,station2,mar2024,T-shirt,T-shirt,White,data/second_hand_clothing/images/train-23568.webp
train-2357,2357,train,2138,Women,Ladies,Top,Desigual,Blue / Green / Pink / Multicolor,,Long,Other,100% Cotton,All,,Export,<50,2,5,,,,2023_08_15_09_53_14,station1,aug2023,Desigual Top,Top,Blue / Green / Pink / Multicolor,data/second_hand_clothing/images/train-2357.webp
train-23570,23570,train,21193,Men,Men,Sweater,Adidas,Black / White / Orange,XL,Turtle neck,Logo print,100% polyester,All,,Export,<50,3,3,,,,2024_03_13_07_16_21,station2,mar2024,Adidas Sweater,Sweater,Black / White / Orange,data/second_hand_clothing/images/train-23570.webp
train-23571,23571,train,21194,Women,Ladies,Cardigan,Not in the list,Black / Grey,M,V-collar,Embroidered,100% bomull,All,90s,Reuse,<50,4,5,,Minor,,2024_03_13_07_25_01,station2,mar2024,Cardigan,Cardigan,Black / Grey,data/second_hand_clothing/images/train-23571.webp
train-23572,23572,train,21195,Women,Ladies,Blouse,Gina Tricot,White,44,V-collar,Transparent,100% bomull,All,,Reuse,50-100,5,5,,,,2024_03_13_07_29_02,station2,mar2024,Gina Tricot Blouse,Blouse,White,data/second_hand_clothing/images/train-23572.webp
train-23573,23573,train,21196,Women,Ladies,T-shirt,Only,Black,XS,C-collar,,84% viskos 16% bomull,All,,Reuse,<50,4,4,,,,2024_03_13_07_33_52,station2,mar2024,Only T-shirt,T-shirt,Black,data/second_hand_clothing/images/train-23573.webp
train-23575,23575,train,21197,Women,Ladies,T-shirt,Not in the list,White,S,C-collar,,100% bomull,All,,Recycle,<50,4,5,,Minor,,2024_03_13_07_45_51,station2,mar2024,T-shirt,T-shirt,White,data/second_hand_clothing/images/train-23575.webp
train-23576,23576,train,21198,Women,Ladies,T-shirt,Not in the list,White,S,V-collar,,100% bomull,All,,Recycle,<50,4,5,,Minor,,2024_03_13_07_49_36,station2,mar2024,T-shirt,T-shirt,White,data/second_hand_clothing/images/train-23576.webp
train-2358,2358,train,2139,Women,Ladies,Dress,Missing,White,,V-collar,,84% Polyester 16% Cotton,All,,Reuse,100-150,5,5,,,,2023_08_15_09_55_45,station1,aug2023,Dress,Dress,White,data/second_hand_clothing/images/train-2358.webp
train-23580,23580,train,21201,Women,Ladies,Blouse,Lindex,White / Black,S,C-collar,Transparent,100% polyester,All,,Export,<50,3,5,,Minor,,2024_03_13_08_35_48,station2,mar2024,Lindex Blouse,Blouse,White / Black,data/second_hand_clothing/images/train-23580.webp
train-23581,23581,train,21202,Women,Ladies,Blouse,Lindex,Blue / White,,C-collar,Lace,58% bomull 42% viskos,All,,Reuse,50-100,5,5,,,,2024_03_13_08_41_08,station2,mar2024,Lindex Blouse,Blouse,Blue / White,data/second_hand_clothing/images/train-23581.webp
train-23583,23583,train,21203,Men,Men,Shirt,Not in the list,Pink / White / Black,M,C-collar,Striped,100% bomull,All,,Reuse,50-100,5,5,,,,2024_03_13_08_50_27,station2,mar2024,Shirt,Shirt,Pink / White / Black,data/second_hand_clothing/images/train-23583.webp
train-23585,23585,train,21204,Women,Ladies,Tank top,Esprit,Blue,M,C-collar,Other,100% viskos,All,,Export,<50,3,4,,Minor,,2024_03_13_08_59_18,station2,mar2024,Esprit Tank top,Tank top,Blue,data/second_hand_clothing/images/train-23585.webp
train-23586,23586,train,21205,Women,Ladies,Dress,Kappahl,Pink / Turquoise / Green / White / Black,36,V-collar,Floral print,100% bomull,All,,Reuse,50-100,5,5,,,,2024_03_13_09_08_39,station2,mar2024,Kappahl Dress,Dress,Pink / Turquoise / Green / White / Black,data/second_hand_clothing/images/train-23586.webp
train-23587,23587,train,21206,Women,Ladies,Tights,Not in the list,Orange / Brown / Black,,Tight,Other,?,All,,Export,<50,4,5,,,,2024_03_13_09_12_53,station2,mar2024,Tights,Tights,Orange / Brown / Black,data/second_hand_clothing/images/train-23587.webp
train-23588,23588,train,21207,Women,Ladies,Jeans,Not in the list,Blue / Brown,,Tight,Logo print,100% bomull,All,,Export,<50,3,5,,,,2024_03_13_09_27_02,station2,mar2024,Jeans,Jeans,Blue / Brown,data/second_hand_clothing/images/train-23588.webp
train-23589,23589,train,21208,Women,Ladies,Tank top,Not in the list,Black,44,C-collar,,100% bomull,All,,Export,<50,4,5,Minor,,,2024_03_13_09_31_20,station2,mar2024,Tank top,Tank top,Black,data/second_hand_clothing/images/train-23589.webp
train-23590,23590,train,21209,Women,Ladies,T-shirt,Not in the list,Pink,,C-collar,Glitter,100% bomull,All,,Export,<50,3,5,,Minor,Major,2024_03_13_09_34_54,station2,mar2024,T-shirt,T-shirt,Pink,data/second_hand_clothing/images/train-23590.webp
train-23591,23591,train,21210,Women,Ladies,T-shirt,Not in the list,Green / White,38,V-collar,Other,100% polyester,All,,Reuse,50-100,5,5,,,,2024_03_13_09_38_31,station2,mar2024,T-shirt,T-shirt,Green / White,data/second_hand_clothing/images/train-23591.webp
train-23592,23592,train,21211,Women,Ladies,T-shirt,Not in the list,Beige / Brown / Grey,L,C-collar,Transparent,100% viskos,All,,Reuse,<50,5,5,,,,2024_03_13_09_42_56,station2,mar2024,T-shirt,T-shirt,Beige / Brown / Grey,data/second_hand_clothing/images/train-23592.webp
train-23593,23593,train,21212,Women,Ladies,Tights,Not in the list,Brown / Orange / Black,,Tight,Other,?,All,,Export,<50,3,3,,Minor,,2024_03_13_09_45_58,station2,mar2024,Tights,Tights,Brown / Orange / Black,data/second_hand_clothing/images/train-23593.webp
train-23594,23594,train,21213,Men,Men,Shirt,Dressman,Grey / White / Blue / Black / Red,38,C-collar,Other,68% polyester 32% bomull,All,,Export,<50,3,5,,Minor,,2024_03_13_09_51_00,station2,mar2024,Dressman Shirt,Shirt,Grey / White / Blue / Black / Red,data/second_hand_clothing/images/train-23594.webp
train-23596,23596,train,21214,Women,Ladies,T-shirt,Not in the list,Grey,M,C-collar,,68% polyester 32% bomull,All,,Reuse,<50,4,4,,,,2024_03_13_10_05_07,station2,mar2024,T-shirt,T-shirt,Grey,data/second_hand_clothing/images/train-23596.webp
train-23598,23598,train,21216,Women,Ladies,Jeans,H&M,Grey / Black,M,Tight,Other,100% bomull,All,,Export,<50,3,5,Minor,Minor,Major,2024_03_13_10_15_31,station2,mar2024,H&M Jeans,Jeans,Grey / Black,data/second_hand_clothing/images/train-23598.webp
train-23599,23599,train,21217,Women,Ladies,Tank top,Miss Milla,Red,M,C-collar,Other,100% bomull,All,,Export,<50,3,5,,,,2024_03_13_10_18_51,station2,mar2024,Miss Milla Tank top,Tank top,Red,data/second_hand_clothing/images/train-23599.webp
train-23600,23600,train,21218,Women,Ladies,Jeans,Not in the list,Blue / Orange,42,Tight,Other,98% bomull 2% elastan,All,,Export,<50,4,5,Minor,Minor,Major,2024_03_13_10_25_24,station2,mar2024,Jeans,Jeans,Blue / Orange,data/second_hand_clothing/images/train-23600.webp
train-23601,23601,train,21219,Women,Ladies,Top,Gina Tricot,White,XXS,Tight,Other,100% nylon,All,,Export,<50,4,5,Major,,,2024_03_13_10_28_55,station2,mar2024,Gina Tricot Top,Top,White,data/second_hand_clothing/images/train-23601.webp
train-23602,23602,train,21220,Women,Ladies,T-shirt,Not in the list,Black,S,C-collar,,52% viskos 48% polyester,All,,Export,<50,4,3,,,,2024_03_13_10_32_16,station2,mar2024,T-shirt,T-shirt,Black,data/second_hand_clothing/images/train-23602.webp
train-23603,23603,train,21221,Men,Men,Trousers,Adidas,Grey / Black / White,,Tight,Logo print,80% polyester 20% elastan,All,,Export,<50,3,3,,Minor,,2024_03_13_10_36_55,station2,mar2024,Adidas Trousers,Trousers,Grey / Black / White,data/second_hand_clothing/images/train-23603.webp
train-23604,23604,train,21222,Women,Ladies,Jacket,Not in the list,Black,42,C-collar,Other,82% polyester 18% elastan,All,,Reuse,<50,4,5,,Minor,,2024_03_13_10_41_30,station2,mar2024,Jacket,Jacket,Black,data/second_hand_clothing/images/train-23604.webp
train-23605,23605,train,21223,Women,Ladies,Blouse,Not in the list,White / Pink / Green / Turquoise / Brown / Purple / Multicolor,38,C-collar,Floral print,88% polyester 12% bomull,All,,Reuse,<50,5,5,,,,2024_03_13_10_45_33,station2,mar2024,Blouse,Blouse,White / Pink / Green / Turquoise / Brown / Purple / Multicolor,data/second_hand_clothing/images/train-23605.webp
